Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2023-08-07,17.772,17.8203,17.6754,17.8203,1790.095406281
2023-08-08,17.9652,18.0135,17.5788,17.8203,4234.52296801
2023-08-09,17.8203,17.8203,17.6271,17.6754,877.964664272
2023-08-10,17.6754,18.1101,17.6754,18.0618,1516.766784385
2023-08-11,18.0618,18.0618,17.8203,17.8686,625.342756156
2023-08-14,17.6754,18.0135,17.6754,17.8686,242.268551226
2023-08-16,17.9652,18.0135,17.6754,17.8686,2631.823321438
2023-08-17,17.7237,17.7237,17.5788,17.7237,1409.091872729
2023-08-18,17.7237,17.772,17.434,17.772,983.56890455
2023-08-21,17.772,17.772,17.3857,17.3857,989.780918684
